»õÆ·¹ÊÊÂ·ÖÀà(Æ·ÅÆ),»õÆ·ÏúÊÛÀà±ð(ÖÐÀà),»õÆ·±àºÅ,ºËÏúÈÕÆÚ,ÊýÁ¿,Ë÷Òý
MY,Å®Æ¤ÒÂ,YW22WJ714W,2023/11/15,1,2023/11/15YW22WJ714W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/13,2,2023/11/13YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/15,1,2023/11/15YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/16,0,2023/11/16YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/18,1,2023/11/18YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/23,1,2023/11/23YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/25,1,2023/11/25YW22WJ757W
MY,Å®Æ¤ÒÂ,YW22WJ757W,2023/11/26,1,2023/11/26YW22WJ757W
MY,Å®ÓðÈÞ·þ,YW19WJ810W,2023/11/16,1,2023/11/16YW19WJ810W
MY,Å®ÓðÈÞ·þ,YW19WJ810W,2023/11/19,1,2023/11/19YW19WJ810W
MY,Å®ÓðÈÞ·þ,YW20WJ806W,2023/11/15,1,2023/11/15YW20WJ806W
MY,Å®ÓðÈÞ·þ,YW20WJ806W,2023/11/19,1,2023/11/19YW20WJ806W
MY,Å®ÓðÈÞ·þ,YW20WJ807W,2023/11/12,2,2023/11/12YW20WJ807W
MY,Å®ÓðÈÞ·þ,YW20WJ807W,2023/11/17,1,2023/11/17YW20WJ807W
MY,Å®ÓðÈÞ·þ,YW20WJ807W,2023/11/19,1,2023/11/19YW20WJ807W
MY,Å®ÓðÈÞ·þ,YW20WJ807W,2023/11/21,1,2023/11/21YW20WJ807W
MY,Å®ÓðÈÞ·þ,YW20WJ810W,2023/11/19,1,2023/11/19YW20WJ810W
MY,Å®ÓðÈÞ·þ,YW20WJ810W,2023/11/20,1,2023/11/20YW20WJ810W
MY,Å®ÓðÈÞ·þ,YW20WJ810W,2023/11/22,1,2023/11/22YW20WJ810W
MY,Å®ÓðÈÞ·þ,YW20WJ812W,2023/11/18,1,2023/11/18YW20WJ812W
MY,Å®ÓðÈÞ·þ,YW20WJ825W,2023/11/19,1,2023/11/19YW20WJ825W
MY,Å®ÓðÈÞ·þ,YW20WJ826W,2023/11/17,1,2023/11/17YW20WJ826W
MY,Å®ÓðÈÞ·þ,YW20WJ826W,2023/11/25,1,2023/11/25YW20WJ826W
MY,Å®ÓðÈÞ·þ,YW21WJ815W,2023/11/21,1,2023/11/21YW21WJ815W
MY,Å®ÓðÈÞ·þ,YW22WJ806W,2023/11/14,1,2023/11/14YW22WJ806W
MY,Å®ÓðÈÞ·þ,YW22WJ806W,2023/11/18,1,2023/11/18YW22WJ806W
MY,Å®ÓðÈÞ·þ,YW22WJ806W,2023/11/19,1,2023/11/19YW22WJ806W
MY,Å®ÓðÈÞ·þ,YW22WJ813W,2023/11/16,1,2023/11/16YW22WJ813W
MY,Å®ÓðÈÞ·þ,YW22WJ813W,2023/11/19,1,2023/11/19YW22WJ813W
MY,Å®ÓðÈÞ·þ,YW22WJ813W,2023/11/23,1,2023/11/23YW22WJ813W
MY,Å®ÓðÈÞ·þ,YW22WJ834W,2023/11/12,1,2023/11/12YW22WJ834W
MY,Å®ÓðÈÞ·þ,YW22WJ845W,2023/11/14,1,2023/11/14YW22WJ845W
MY,Å®ÓðÈÞ·þ,YW22WJ845W,2023/11/18,2,2023/11/18YW22WJ845W
MY,Å®ÓðÈÞ·þ,YW22WJ845W,2023/11/23,-1,2023/11/23YW22WJ845W
MY,Å®ÓðÈÞÂí¼×,YW21WV801M,2023/11/26,1,2023/11/26YW21WV801M
MY,Å®ÓðÈÞÂí¼×,YW21WV811W,2023/11/25,1,2023/11/25YW21WV811W
MY,Å®ÓðÈÞÂí¼×,YW22WV802W,2023/11/18,1,2023/11/18YW22WV802W
MY,Å®ÕëÖ¯ÍâÌ×,YW22KJ306W,2023/11/16,2,2023/11/16YW22KJ306W
MY,Å®ÕëÖ¯±³ÐÄ,YS22KV011W,2023/11/19,1,2023/11/19YS22KV011W
MY,Å®ÕëÖ¯±³ÐÄ,YW22KV006W,2023/11/12,1,2023/11/12YW22KV006W
MY,Å®ÕëÖ¯±³ÐÄ,YW22KV006W,2023/11/13,-1,2023/11/13YW22KV006W
MY,Å®ÕëÖ¯±³ÐÄ,YW22KV006W,2023/11/19,1,2023/11/19YW22KV006W
MY,Å®ÕëÖ¯±³ÐÄ,YW22KV006W,2023/11/25,1,2023/11/25YW22KV006W
MY,Å®ÕëÖ¯¿ã,YS23KP108W,2023/11/12,1,2023/11/12YS23KP108W
MY,Å®ÕëÖ¯¿ã,YW20KP108W,2023/11/16,1,2023/11/16YW20KP108W
MY,Å®ÕëÖ¯¿ã,YW20KP108W,2023/11/18,2,2023/11/18YW20KP108W
MY,Å®ÕëÖ¯¿ã,YW20KP108W,2023/11/19,1,2023/11/19YW20KP108W
MY,Å®ÕëÖ¯¿ã,YW20KP110W,2023/11/14,1,2023/11/14YW20KP110W
MY,Å®ÕëÖ¯¿ã,YW20KP111W,2023/11/15,1,2023/11/15YW20KP111W
MY,Å®ÕëÖ¯¿ã,YW20KP111W,2023/11/20,1,2023/11/20YW20KP111W
MY,Å®ÕëÖ¯¿ã,YW21KP111W,2023/11/12,2,2023/11/12YW21KP111W
MY,Å®ÕëÖ¯¿ã,YW21KP111W,2023/11/15,1,2023/11/15YW21KP111W
MY,Å®ÕëÖ¯¿ã,YW21KP111W,2023/11/18,2,2023/11/18YW21KP111W
MY,Å®ÕëÖ¯¿ã,YW21KP111W,2023/11/23,1,2023/11/23YW21KP111W
MY,Å®ÕëÖ¯¿ã,YW21KP111W,2023/11/25,1,2023/11/25YW21KP111W
MY,Å®³¤ÐäË¿T,YW22KT018W,2023/11/15,3,2023/11/15YW22KT018W
MY,Å®³¤ÐäË¿T,YW22KT018W,2023/11/19,1,2023/11/19YW22KT018W
MY,Å®³¤ÐäË¿T,YW22KT018W,2023/11/20,1,2023/11/20YW22KT018W
MY,Å®³¤ÐäË¿T,YW23KT011W,2023/11/15,2,2023/11/15YW23KT011W
MY,Å®³¤ÐäË¿T,YW23KT011W,2023/11/17,-1,2023/11/17YW23KT011W
MY,Å®³¤ÐäË¿T,YW23KT011W,2023/11/19,1,2023/11/19YW23KT011W
MY,Å®³¤ÐäË¿T,YW23KT011W,2023/11/22,1,2023/11/22YW23KT011W
MY,Å®³¤ÐäÃÞT,YW22KT108W,2023/11/12,0,2023/11/12YW22KT108W
MY,Å®³¤ÐäÃÞT,YW22KT108W,2023/11/19,1,2023/11/19YW22KT108W
MY,Å®³¤ÐäÃÞT,YW23KT111W,2023/11/19,2,2023/11/19YW23KT111W
MY,Å®³¤ÐäÃÞT,YW23KT111W,2023/11/21,1,2023/11/21YW23KT111W
MY,Å®³¤ÐäÃÞT,YW23KT113W,2023/11/15,1,2023/11/15YW23KT113W
MY,Å®³¤ÐäÃÞT,YW23KT113W,2023/11/19,1,2023/11/19YW23KT113W
MY,Å®³¤Ðä»ì·ÄT,YW22KT419W,2023/11/16,1,2023/11/16YW22KT419W
MY,Å®³¤ÐäÕëÖ¯ÉÀ,YS20KS110W,2023/11/14,1,2023/11/14YS20KS110W
MY,Å®³¤ÐäÕëÖ¯ÉÀ,YS20KS110W,2023/11/15,1,2023/11/15YS20KS110W
MY,Å®³¤ÐäÕëÖ¯ÉÀ,YS20KS110W,2023/11/18,1,2023/11/18YS20KS110W
MY,Å®³¤ÐäÕëÖ¯ÉÀ,YS20KS110W,2023/11/21,1,2023/11/21YS20KS110W
MY,Å®¼äÃÞÍâÌ×,YW20WJ206W,2023/11/25,1,2023/11/25YW20WJ206W
MY,Å®·À·çÍâÌ×,YW20WY008W,2023/11/12,1,2023/11/12YW20WY008W
MY,Å®·À·çÍâÌ×,YW22WY006W,2023/11/12,1,2023/11/12YW22WY006W
MY,Å®·À·çÍâÌ×,YW22WY006W,2023/11/13,1,2023/11/13YW22WY006W
MY,Å®·À·çÍâÌ×,YW22WY006W,2023/11/14,1,2023/11/14YW22WY006W
MY,Å®·À·çÍâÌ×,YW22WY006W,2023/11/15,1,2023/11/15YW22WY006W
MY,ËóÖ¯Âí¼×,YS22WV001M,2023/11/14,1,2023/11/14YS22WV001M
MY,ËóÖ¯Âí¼×,YS22WV001M,2023/11/19,1,2023/11/19YS22WV001M
MY,ËóÖ¯Âí¼×,YS22WV010M,2023/11/22,1,2023/11/22YS22WV010M
MY,Ã«ÒÂ,YW19KS205M,2023/11/26,1,2023/11/26YW19KS205M
MY,»ìÈÞÉÀ,YW22KS410M,2023/11/19,1,2023/11/19YW22KS410M
MY,»ìÈÞÉÀ,YW23KS411M,2023/11/19,1,2023/11/19YW23KS411M
MY,Å£×Ð¿ã,YW20WN106M,2023/11/20,1,2023/11/20YW20WN106M
MY,Å£×Ð¿ã,YW21WN107M,2023/11/18,2,2023/11/18YW21WN107M
MY,Å£×Ð¿ã,YW21WN108M,2023/11/14,1,2023/11/14YW21WN108M
MY,Æ¤ÒÂ,YS21WJ780M,2023/11/26,1,2023/11/26YS21WJ780M
MY,Æ¤ÒÂ,YS21WJ781M,2023/11/18,1,2023/11/18YS21WJ781M
MY,Æ¤ÒÂ,YW21WJ712M,2023/11/21,1,2023/11/21YW21WJ712M
MY,Æ¤ÒÂ,YW21WJ757M,2023/11/18,1,2023/11/18YW21WJ757M
MY,Æ¤ÒÂ,YW21WJ757M,2023/11/22,1,2023/11/22YW21WJ757M
MY,Æ¤ÒÂ,YW22WJ710M,2023/11/12,1,2023/11/12YW22WJ710M
MY,Æ¤ÒÂ,YW22WJ716M,2023/11/24,1,2023/11/24YW22WJ716M
MY,Æ¤ÒÂ,YW22WJ756M,2023/11/16,1,2023/11/16YW22WJ756M
MY,Æ¤ÒÂ,YW22WJ758M,2023/11/23,1,2023/11/23YW22WJ758M
MY,ÓðÈÞ·þ,YW21WJ801M,2023/11/12,1,2023/11/12YW21WJ801M
MY,ÓðÈÞ·þ,YW21WJ801M,2023/11/18,3,2023/11/18YW21WJ801M
MY,ÓðÈÞ·þ,YW21WJ801M,2023/11/19,2,2023/11/19YW21WJ801M
MY,ÓðÈÞ·þ,YW21WJ801M,2023/11/20,0,2023/11/20YW21WJ801M
MY,ÓðÈÞ·þ,YW21WJ801M,2023/11/26,2,2023/11/26YW21WJ801M
MY,ÓðÈÞ·þ,YW21WJ813M,2023/11/20,1,2023/11/20YW21WJ813M
MY,ÓðÈÞ·þ,YW21WJ844M,2023/11/12,1,2023/11/12YW21WJ844M
MY,ÓðÈÞ·þ,YW21WJ844M,2023/11/13,2,2023/11/13YW21WJ844M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/12,2,2023/11/12YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/13,2,2023/11/13YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/18,1,2023/11/18YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/19,2,2023/11/19YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/20,2,2023/11/20YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/22,1,2023/11/22YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ880M,2023/11/24,2,2023/11/24YW21WJ880M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/12,1,2023/11/12YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/14,3,2023/11/14YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/15,1,2023/11/15YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/18,1,2023/11/18YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/19,1,2023/11/19YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/20,1,2023/11/20YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/22,1,2023/11/22YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/25,2,2023/11/25YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ881M,2023/11/26,2,2023/11/26YW21WJ881M
MY,ÓðÈÞ·þ,YW21WJ883M,2023/11/14,1,2023/11/14YW21WJ883M
MY,ÓðÈÞ·þ,YW21WJ883M,2023/11/18,1,2023/11/18YW21WJ883M
MY,ÓðÈÞ·þ,YW21WJ883M,2023/11/19,1,2023/11/19YW21WJ883M
MY,ÓðÈÞ·þ,YW21WJ883M,2023/11/22,-1,2023/11/22YW21WJ883M
MY,ÓðÈÞ·þ,YW21WJ883M,2023/11/26,1,2023/11/26YW21WJ883M
MY,ÓðÈÞ·þ,YW21WJ886M,2023/11/26,1,2023/11/26YW21WJ886M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/12,2,2023/11/12YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/13,1,2023/11/13YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/15,0,2023/11/15YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/19,2,2023/11/19YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/20,2,2023/11/20YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/25,2,2023/11/25YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ802M,2023/11/26,2,2023/11/26YW22WJ802M
MY,ÓðÈÞ·þ,YW22WJ808M,2023/11/16,1,2023/11/16YW22WJ808M
MY,ÓðÈÞ·þ,YW22WJ808M,2023/11/26,-1,2023/11/26YW22WJ808M
MY,ÓðÈÞ·þ,YW22WJ836M,2023/11/18,1,2023/11/18YW22WJ836M
MY,ÓðÈÞ·þ,YW22WJ836M,2023/11/25,1,2023/11/25YW22WJ836M
MY,ÓðÈÞ·þ,YW22WJ844M,2023/11/24,1,2023/11/24YW22WJ844M
MY,ÓðÈÞ·þ,YW22WJ844M,2023/11/25,0,2023/11/25YW22WJ844M
MY,ÓðÈÞ·þ,YW23WJ824M,2023/11/17,1,2023/11/17YW23WJ824M
MY,ÓðÈÞ·þ,YW23WJ832M,2023/11/26,1,2023/11/26YW23WJ832M
MY,ÓðÈÞÂí¼×,YW22WV802M,2023/11/17,1,2023/11/17YW22WV802M
MY,ÓðÈÞÂí¼×,YW22WV802M,2023/11/23,1,2023/11/23YW22WV802M
MY,ÓðÈÞÂí¼×,YW22WV802M,2023/11/26,1,2023/11/26YW22WV802M
MY,Èí¿Ç¿ã×Ó,YW23WP606M,2023/11/26,1,2023/11/26YW23WP606M
MY,ÕëÖ¯¿ã,YS23KP106M,2023/11/17,1,2023/11/17YS23KP106M
MY,ÕëÖ¯¿ã,YS23KP106M,2023/11/19,1,2023/11/19YS23KP106M
MY,ÕëÖ¯¿ã,YS23KP106M,2023/11/22,1,2023/11/22YS23KP106M
MY,ÕëÖ¯¿ã,YS23KP106M,2023/11/26,1,2023/11/26YS23KP106M
MY,ÕëÖ¯¿ã,YW19KP105M,2023/11/12,1,2023/11/12YW19KP105M
MY,ÕëÖ¯¿ã,YW19KP105M,2023/11/26,1,2023/11/26YW19KP105M
MY,ÕëÖ¯¿ã,YW20KP107M,2023/11/19,1,2023/11/19YW20KP107M
MY,ÕëÖ¯¿ã,YW20KP107M,2023/11/26,1,2023/11/26YW20KP107M
MY,ÕëÖ¯¿ã,YW21KP081M,2023/11/14,2,2023/11/14YW21KP081M
MY,ÕëÖ¯¿ã,YW21KP081M,2023/11/23,1,2023/11/23YW21KP081M
MY,ÕëÖ¯¿ã,YW21KP082M,2023/11/17,-1,2023/11/17YW21KP082M
MY,ÕëÖ¯¿ã,YW21KP082M,2023/11/19,2,2023/11/19YW21KP082M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/14,1,2023/11/14YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/15,1,2023/11/15YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/17,1,2023/11/17YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/19,1,2023/11/19YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/21,1,2023/11/21YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/25,1,2023/11/25YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP106M,2023/11/26,1,2023/11/26YW21KP106M
MY,ÕëÖ¯¿ã,YW21KP115M,2023/11/25,1,2023/11/25YW21KP115M
MY,ÕëÖ¯¿ã,YW21KP115M,2023/11/26,1,2023/11/26YW21KP115M
MY,ÕëÖ¯¿ã,YW22KP112M,2023/11/17,1,2023/11/17YW22KP112M
MY,ÕëÖ¯¿ã,YW22KP112M,2023/11/20,1,2023/11/20YW22KP112M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/13,1,2023/11/13YW23KP114M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/14,1,2023/11/14YW23KP114M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/15,1,2023/11/15YW23KP114M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/17,2,2023/11/17YW23KP114M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/18,1,2023/11/18YW23KP114M
MY,ÕëÖ¯¿ã,YW23KP114M,2023/11/25,1,2023/11/25YW23KP114M
MY,³¤ÐäË¿T,YW21KT012M,2023/11/13,1,2023/11/13YW21KT012M
MY,³¤ÐäË¿T,YW22KT021M,2023/11/17,1,2023/11/17YW22KT021M
MY,³¤ÐäË¿T,YW22KT021M,2023/11/26,1,2023/11/26YW22KT021M
MY,³¤ÐäÃÞT,YW18KT110M,2023/11/26,1,2023/11/26YW18KT110M
MY,³¤ÐäÃÞT,YW20KT110M,2023/11/19,1,2023/11/19YW20KT110M
MY,³¤ÐäÃÞT,YW20KT120M,2023/11/14,1,2023/11/14YW20KT120M
MY,³¤ÐäÃÞT,YW20KT122M,2023/11/19,1,2023/11/19YW20KT122M
MY,³¤ÐäÃÞT,YW21KT111M,2023/11/26,1,2023/11/26YW21KT111M
MY,³¤ÐäÃÞT,YW21KT136M,2023/11/12,1,2023/11/12YW21KT136M
MY,³¤ÐäÃÞT,YW21KT136M,2023/11/15,2,2023/11/15YW21KT136M
MY,³¤ÐäÃÞT,YW23KT111M,2023/11/13,1,2023/11/13YW23KT111M
MY,³¤ÐäÃÞT,YW23KT111M,2023/11/20,2,2023/11/20YW23KT111M
MY,³¤ÐäÃÞT,YW23KT115M,2023/11/18,1,2023/11/18YW23KT115M
MY,³¤Ðä»ì·ÄT,YS22KT410M,2023/11/14,1,2023/11/14YS22KT410M
MY,³¤Ðä»ì·ÄT,YS23KT411M,2023/11/18,1,2023/11/18YS23KT411M
MY,³¤Ðä»ì·ÄT,YW22KT412M,2023/11/19,1,2023/11/19YW22KT412M
MY,³¤Ðä»ì·ÄT,YW22KT413M,2023/11/12,1,2023/11/12YW22KT413M
MY,³¤Ðä»ì·ÄT,YW22KT413M,2023/11/14,1,2023/11/14YW22KT413M
MY,³¤Ðä»ì·ÄT,YW22KT413M,2023/11/26,1,2023/11/26YW22KT413M
MY,³¤Ðä³ÄÒÂ,YW21WH082M,2023/11/16,1,2023/11/16YW21WH082M
MY,³¤ÐäÕëÖ¯ÉÀ,YW22KS105M,2023/11/15,-1,2023/11/15YW22KS105M
MY,³¤ÐäÕëÖ¯ÉÀ,YW22KS105M,2023/11/19,1,2023/11/19YW22KS105M
MY,³¤ÐäÕëÖ¯ÉÀ,YW22KS107M,2023/11/13,1,2023/11/13YW22KS107M
MY,³¤ÐäÕëÖ¯ÉÀ,YW22KS107M,2023/11/25,1,2023/11/25YW22KS107M
MY,³¤ÐäÕëÖ¯ÉÀ,YW23KS111M,2023/11/26,1,2023/11/26YW23KS111M
MY,³¤ÐäÕëÖ¯ÉÀ,YW23KS113M,2023/11/26,1,2023/11/26YW23KS113M
MY,·À·çÍâÌ×,YW22WY022M,2023/11/12,1,2023/11/12YW22WY022M
SBPOLO,ÐÝÏÐ¶Ì¿ã,PS19WP307M,2023/11/13,1,2023/11/13PS19WP307M
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A104,2023/11/12,4,2023/11/12DPSWPM22A104
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A104,2023/11/13,2,2023/11/13DPSWPM22A104
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A104,2023/11/18,0,2023/11/18DPSWPM22A104
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A104,2023/11/23,2,2023/11/23DPSWPM22A104
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A105,2023/11/12,1,2023/11/12DPSWPM22A105
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A105,2023/11/13,1,2023/11/13DPSWPM22A105
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A313,2023/11/12,1,2023/11/12DPSWPM22A313
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A313,2023/11/19,-2,2023/11/19DPSWPM22A313
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/12,3,2023/11/12DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/13,1,2023/11/13DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/15,1,2023/11/15DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/17,2,2023/11/17DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/19,0,2023/11/19DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/20,1,2023/11/20DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/21,2,2023/11/21DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/22,1,2023/11/22DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/23,-1,2023/11/23DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A320,2023/11/26,1,2023/11/26DPSWPM22A320
SBPOLO,ÐÝÏÐ¿ã,DPSWPM22A332,2023/11/12,1,2023/11/12DPSWPM22A332
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/12,4,2023/11/12DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/15,-2,2023/11/15DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/17,2,2023/11/17DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/18,1,2023/11/18DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/19,0,2023/11/19DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/20,-1,2023/11/20DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/21,1,2023/11/21DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/22,0,2023/11/22DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A101,2023/11/25,-1,2023/11/25DPSWPM23A101
SBPOLO,ÐÝÏÐ¿ã,DPSWPM23A184,2023/11/12,1,2023/11/12DPSWPM23A184
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/12,-1,2023/11/12DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/13,2,2023/11/13DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/14,-1,2023/11/14DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/15,4,2023/11/15DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/16,0,2023/11/16DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/17,3,2023/11/17DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/18,2,2023/11/18DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/19,3,2023/11/19DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/20,2,2023/11/20DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/21,1,2023/11/21DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/22,-1,2023/11/22DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/24,1,2023/11/24DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A105,2023/11/25,0,2023/11/25DPWWPM21A105
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/12,15,2023/11/12DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/13,8,2023/11/13DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/14,3,2023/11/14DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/15,2,2023/11/15DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/16,-1,2023/11/16DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/17,-1,2023/11/17DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/18,4,2023/11/18DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/19,4,2023/11/19DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/20,0,2023/11/20DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/21,1,2023/11/21DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/22,2,2023/11/22DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/23,1,2023/11/23DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/24,1,2023/11/24DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/25,2,2023/11/25DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A106,2023/11/26,5,2023/11/26DPWWPM21A106
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/12,1,2023/11/12DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/13,3,2023/11/13DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/14,3,2023/11/14DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/15,4,2023/11/15DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/16,3,2023/11/16DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/18,2,2023/11/18DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/19,2,2023/11/19DPWWPM21A107
SBPOLO,ÐÝÏÐ¿ã,DPWWPM21A107,2023/11/21,1,2023/11/21DPWWPM21A107
